3.846424875,2.971170563,2.961186595,3.094960141,2.47792573,2.88817502,3.113387259,2.365512752,2.758574409,3.185201113
2.971170563,4.080019705,3.055703547,2.600180978,2.024755214,3.380887198,3.397083169,2.224892251,2.553832849,3.56744017
2.961186595,3.055703547,3.638285917,2.655721395,2.499740585,2.670390821,3.481276328,2.032981474,2.04516919,3.087128138
3.094960141,2.600180978,2.655721395,2.918259514,2.262469828,2.666428509,2.936826959,2.228844551,2.149986801,2.757882576
2.47792573,2.024755214,2.499740585,2.262469828,3.099915168,2.016218113,3.257021133,1.402121071,2.109385173,2.506804028
2.88817502,3.380887198,2.670390821,2.666428509,2.016218113,3.445647683,3.207178348,2.247072585,2.495097291,3.20550395
3.113387259,3.397083169,3.481276328,2.936826959,3.257021133,3.207178348,4.330977261,2.129247508,2.945076159,3.561128158
2.365512752,2.224892251,2.032981474,2.228844551,1.402121071,2.247072585,2.129247508,2.116226091,1.455423014,1.819310089
2.758574409,2.553832849,2.04516919,2.149986801,2.109385173,2.495097291,2.945076159,1.455423014,3.039194158,2.911976302
3.185201113,3.56744017,3.087128138,2.757882576,2.506804028,3.20550395,3.561128158,1.819310089,2.911976302,3.983044834
